id,name,country_code,latitude,longitude,vendor,technology,region,localite,,,,,,,,,,,,,,
AC061,DJIBI,CI,5.40206133,-3.97862288,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC062,ROSIER,CI,5.38285856,-3.96716647,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC063,FAYA,CI,5.37052338,-3.9365256,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC064,ARDOISE,CI,5.35088465,-3.95496904,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC065,BEVERLY,CI,5.33166965,-3.94508474,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC066,BEDE,CI,5.33832781,-3.9792161,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC067,ANONO,CI,5.34880687,-3.97627271,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC068,POLICE,CI,5.35527831,-3.99061398,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC069,SIROCCO,CI,5.35279389,-4.01639291,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC070,VALLON,CI,5.36510895,-3.99152327,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC071,CHALET,CI,5.38763573,-3.98330181,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC072,ADJIN,CI,5.38509701,-3.99815286,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC073,GOBELET,CI,5.37296105,-3.98539006,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC074,PALMERAIE,CI,5.36808443,-3.95195439,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC075,SOCOCE,CI,5.37162115,-3.99728257,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC076,GRACES,CI,5.36905,-4.00676,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC079,LEPIC,CI,5.34450896,-4.01067587,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC080,SABLE,CI,5.35466,-4.0648,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC081,ATTOBAN,CI,5.36289,-3.97829,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC082,MIRADOR,CI,5.35653,-4.02532,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC083,ANGRE,CI,5.39807745,-3.9922355,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC085,ANYAMA,CI,5.47527046,-4.05481445,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC086,EGLISE,CI,5.49455354,-4.05013651,ERICSSON,2G,ABIDJAN,ANYAMA,,,,,,,,,,,,,,
AC087,ODDOS,CI,5.20743846,-3.73714757,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC087,ODDOS,CI,5.20743846,-3.73714757,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC087,ODDOS,CI,5.20743846,-3.73714757,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC088,CAFOP,CI,5.21722934,-3.74203148,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC088,CAFOP,CI,5.21722934,-3.74203148,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC088,CAFOP,CI,5.21722934,-3.74203148,HUAWEI,2G,SUD-COMOE,GRAND-BASSAM,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC089,MSC,CI,5.342143,-3.955807,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC090,ECOBANK,CI,5.32433563,-4.01779891,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC091,VERDIER,CI,5.31821178,-4.01797835,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC092,VIATEUR,CI,5.37831208,-3.95936172,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC093,ARAFAT,CI,5.37093924,-3.96570368,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC094,GESTOCI,CI,5.26438856,-3.99853565,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC095,INSP,CI,5.33983972,-4.02820232,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC096,FEKESSE,CI,5.37380098,-3.91050252,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC097,PHOENIX,CI,5.34800702,-4.07589116,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC098,KM4,CI,5.2919395,-3.99896773,ERICSSON,2G,ABIDJAN,TREICHVILLE,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC099,LTA,CI,5.35505618,-4.00481823,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC101,BBTHEQUE,CI,5.335197,-4.024056,ERICSSON,2G,ABIDJAN,PLATEAU,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC102,CAMPUS,CI,5.34156942,-3.98837195,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
AC103,RTI,CI,5.34423579,-4.00074864,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
